text,language,emotions
"बाबू जी, हमारे गाँव की महिला को दारू पीकर दबंग ने गाली-गलौज की और कहा अगर वह फिर से शिकायत करेगी तो उसे मार डालेंगे, अब वह बहुत डरी हुई है।",hi,"intimidation,fear,anger"
"हमारी टोली में कई लोग बेरोजगार हैं, लेकिन दबंगों ने हमारे खेतों पर पट्टा लगा दिया, अब हम रोज़ी-रोटी नहीं कमा पा रहे, बहुत निराशा है।",hi,"hopelessness,sadness,others"
"बाबू जी, कल पंचायत में हम गरीब लोगन के ऊपर जातिसूचक गालियां दी गईं, सब लोग हमें बेइज्जत कर रहे हैं, अब डर लग रहा है।",hi,"intimidation,fear,anger"
"हम गरीब लोगन के टोले के लोगन को गाँव के मंदिर के द्वार से बाहर निकाल दिया गया, कहा गया कि हम पवित्र नहीं, अब बहुत दुख हो रहा है।",hi,"sadness,hopelessness,anger"
"गाँव के सार्वजनिक कुआँ से पानी लेने पर थाना-कचहरी के लोग और दुकानदार ने हमें रोक दिया, कहा कि हमारा क़िस्मत खराब है, अब रोज़ी-रोटी के लिए पानी नहीं मिल रहा।",hi,"fear,hopelessness,sadness"
"हमारे टोले के लड़के दाढ़ी काटने के लिए नाई के पास गए, नाई ने कहा कि हम SC हैं, इसलिए नहीं काटेंगे, हमें बहुत अपमानित महसूस हो रहा है।",hi,"sadness,anger,hopelessness"
"डबंग लोग हमारे घर के सामने धूम्रपान करके गाली-गलौज कर रहे हैं, कहा कि अगर हम शिकायत करेंगे तो हाथापाई करेंगे।",hi,"intimidation,fear,immediate_danger,help_seeking"
"14566 हेल्पलाइन का कार्यालय कब खुलता है, कृपया बताइए।",hi,others
"कानूनी सहायता के लिए कौन-कौन से दस्तावेज़ चाहिए, कृपया जानकारी दें।",hi,others
"मेरे दायर किए गए एफआईआर का डॉकेट नंबर 2023/145 है, उसकी प्रगति क्या है?",hi,others
"बाबू जी, आज रात हमारे घर पर दहशत भरी आवाज़ आई, हम बहुत डरे हुए हैं!",hi,"panic,fear,immediate_danger"
"गाँव के दोकान वाले और सब्जी वाले ने हमारे टोले को पूरी तरह से बहिष्कार कर दिया, कोई भी सामान नहीं बेचते, हम भूख से मर रहे हैं।",hi,"hopelessness,sadness,anger"
"थानेदार ने हमें बिना कारण थाने में खींच लिया, फिर भी हमसे कोई सवाल नहीं किया, बस हमें दबंगों की तरह ट्रीट किया।",hi,"intimidation,fear,anger"
"हमारे गाँव में हाथपंप टूट गया, अब बच्चे भी पानी नहीं पी पा रहे, कृपया तुरंत मदद भेजें।",hi,"help_seeking,immediate_danger,panic"
"बाबू जी, हमारे बेटे को रोज़ दफ़ा‑डफ़ा कर धमकी दे रहे हैं, वो कहता है अगर FIR वापस नहीं ली तो आगे और भी बुरा होगा।",hi,"fear,intimidation,help_seeking"
"हम गरीब लोगन के खेत में दबंग लोग बंदूक लेकर घुसे, हमारे परिवार को बेइज्जत कर रहे हैं, बच्चा भी देख‑देख के डर रहा है।",hi,"panic,fear,immediate_danger,help_seeking"
"थानेदार साहब ने हमारी शिकायत का काग़ज़ फाड़ दिया, अब हम नहीं जानते क्या करे, वह कहता है बड़े जमींदार को नहीं छेड़ सकते।",hi,"anger,hopelessness,help_seeking"
"डारोगा ने कहा कि FIR नहीं लिखेंगे, क्योंकि आरोपी हमारे टोले का बड़ा दबंग है, हमें झूठा समझते हैं।",hi,"anger,hopelessness,help_seeking"
"14566 का ऑफिस कब खुलता है, और किन दस्तावेज़ों की ज़रूरत होती है कानूनी मदद के लिए?",hi,others
"मेरी दायर की गई FIR का डॉकेट नंबर 2023/14566/07 है, कृपया बताइए अब तक क्या प्रगति हुई?",hi,others
क्या आप बता सकते हैं कि महिला शरणार्थी के लिए कोई विशेष सहायता योजना है या नहीं?,hi,others
"हमारी बेटी को स्कूल से लेकर घर तक दबंग लोग फॉलो कर रहे हैं, हर मोड़ पर गाली‑गलौज कर रहे हैं, हमें नहीं पता कैसे बचें।",hi,"fear,intimidation,help_seeking"
"बाबू जी, आरोपी ने कहा है कि अगर हम FIR वापस ले लेंगे तो हमारी जमीन नहीं छीनेंगे, हम अब क्या करें?",hi,"fear,hopelessness,help_seeking"
"गांव के कुएँ पर दबंग लोग शराब पीकर गाली दे रहे हैं, हमारे बुजुर्गों को पानी नहीं मिल रहा, डर के मारे हम घर नहीं जा पा रहे।",hi,"panic,immediate_danger,help_seeking"
"हमारे परिवार को सामाजिक बहिष्कार कर दिया गया है, क्योंकि हमने दबंगों के खिलाफ शिकायत की, अब हम रोज़ मारपीट और गाली का सामना कर रहे हैं।",hi,"sadness,anger,hopelessness,help_seeking"
"हमारी शिकायत पर DSP अभी तक नहीं आए, थानेदार कह रहा है कि वह अगले हफ्ते आएगा, पर हमें अभी भी डर है, कृपया जल्द भेजें।",hi,"fear,hopelessness,help_seeking"
"भाईसाहब, अभी हमारे घर के चारों तरफ़ दबंगों का ढेर है, पत्थर फेंक रहे हैं, बंदूकें दिखा रहे हैं, दरवाज़ा अंदर से बंद है, जल्दी मदद भेजिए!",hinglish,"immediate_danger,fear,panic,help_seeking"
"हमारी बस्ती में लोग हथियार लेकर घेर रहे हैं, लोग चिल्ला रहे हैं 'बाहर जाओ', हम फँसे हुए हैं, पुलिस तुरंत भेजो!",hinglish,"immediate_danger,fear,help_seeking"
"टोले के लोग कह रहे हैं अगर हम बाहर नहीं निकले तो घर में आग लगा देंगे, धमकी दे रहे हैं, हम बहुत डरे हुए हैं, कृपया बचाव करो!",hinglish,"immediate_danger,intimidation,fear,help_seeking"
"पानी का हैंडपंप आज से हमें नहीं दिया जा रहा, दुकानदार और पम्प वाला हमें धक्का मार रहा है, अब हम प्यास से मरेंगे, मदद चाहिए!",hinglish,"sadness,intimidation,fear,help_seeking"
"बार्बर ने कहा कि मेरे कुटुंब को अब बाल नहीं काटेगा, हम सबको सामाजिक बहिष्कार का सामना करना पड़ रहा है, अब कोई उम्मीद नहीं बची।",hinglish,"hopelessness,sadness,intimidation"
"गांव की दूकान ने कहा कि हम यहाँ से कुछ नहीं खरीदेंगे, हमारे सामान को बेइज्जत कर रहे हैं, हम बहुत गुस्सा और उदास हैं।",hinglish,"anger,sadness,hopelessness"
"हमारे टोले को कुएँ से पानी नहीं दिया जा रहा, लोग हमें धक्का मारते हुए कह रहे हैं 'तुम लोग यहाँ नहीं आओ', अब हम डर के मारे रह नहीं पा रहे।",hinglish,"fear,intimidation,sadness"
"14566 का ऑफिस कब खुलता है, कृपया समय बताइए।",hinglish,others
"लीगल एड के लिए कौन-कौन से दस्तावेज़ चाहिए, कृपया जानकारी दें।",hinglish,others
"मेरे केस का डॉकेट नंबर 2023/0456 का स्टेटस क्या है, अपडेट चाहिए।",hinglish,others
"क्या आप मेरे पिछले कॉल का फॉलो‑अप दे सकते हैं, मैं जानना चाहता हूँ आगे की कार्रवाई क्या होगी?",hinglish,others
"बाबू जी, कल रात हमारे बेटे को दबंगों ने लाठी मार के ले गए, थानेदार ने FIR लिखने से इनकार कर दिया, कागज फाड़ दिया, अब हम क्या करें?",hi,"fear,intimidation,anger,hopelessness"
"हम गरीब लोगन के टोले में जब हम पट्टा लेकर जमीन की शिकायत लेके गये, तो दरोगा साहब ने कहा कि बड़े जमींदार के खिलाफ कुछ नहीं कर सकते, अब हम बेइज्जत महसूस कर रहे हैं।",hi,"sadness,hopelessness,anger"
"बाबू जी, 14566 के दफ़्तर के कामकाज के समय क्या है? हम कल जाना चाहते हैं।",hi,others
"बाबू जी, कानूनी सहायता के लिये कौन‑कौन से कागज चाहिए, कृपया बताइए।",hi,others
"रात को जब हम खलिहान में काम कर रहे थे, दो दबंगों ने आग लगाने की धमकी दी और लाठी से मारने की बात कही, अब हम बहुत डर के मारे नहीं सो पा रहे।",hi,"fear,immediate_danger,panic"
"हमारी बेटी को गाँव के बड़े ने दारू पीकर गाली‑गलौज की और लाठी से पीटा, अब वह रोती‑रोती स्कूल नहीं जाना चाहती।",hi,"sadness,fear,intimidation"
"हमारी शिकायत पर DSP जी दो हफ़्ते से नहीं आए, थाने-कचहरी में भी कोई कार्रवाई नहीं हुई, हम तो अब थक गए हैं।",hi,"hopelessness,anger,sadness"
"हमारे टोले में हमारे लोगन को सामाजिक बहिष्कार किया जा रहा है क्योंकि हम दलित हैं, कोई मदद नहीं मिल रही।",hi,"sadness,hopelessness,fear"
"हमने 12 मार्च को दायर की गई शिकायत का डॉकेट नंबर 45678 है, कृपया उसकी स्थिति बताइए।",hi,others
"आज दोपहर हमारे घर पर दहशत की लहर आई, लोग लाठी लेकर अंदर घुसे, हम अभी भी बाहर छुपे हैं, मदद चाहिए।",hi,"immediate_danger,fear,panic,help_seeking"
"हमारी माँ के साथ झगड़ा हुआ, लेकिन थानेदार ने कहा कि महिला को शिकायत नहीं करनी चाहिए, FIR नहीं लिखेगा, अब हम बहुत गुस्से में हैं।",hi,"anger,hopelessness,intimidation"
"हमारे गाँव के कुएँ की हाइड्रेंट टूट गई, लेकिन पंचायत ने कोई काम नहीं किया, अब रोज़ पानी नहीं मिल रहा, हमारी रोजी-रोटी खतरे में है।",hi,"sadness,hopelessness,anger"
"बाबू जी, थानेदार साहब ने हमारी शिकायत का कागज ही फाड़ दिया, दबंग जमींदार को समझौता करवाने की धाकड़ कोशिश की, अब हमको डर लग रहा है कि फिर क्या होगा।",hi,"fear,intimidation,anger,help_seeking"
"हम गरीब लोगन ने DSP जी को बुलाया था जब हमारे टोले में जातीय मारपीट हुई, पर अब दो हफ्ते बीत गए, कोई नहीं आया, लग रहा है सब हमें नजरअंदाज कर रहे हैं।",hi,"hopelessness,fear,anger,help_seeking"
"डरोगा साहब ने हमारी एफआईआर की कागज़ी काम को ही छीन लिया, फिर कहे कि बड़े दबंग लोग हैं, हमसे समझौता कर ले, अब हमें लग रहा है कि सब हाथापाई में ही फँस गए हैं।",hi,"intimidation,panic,hopelessness,help_seeking"
14566 हेल्पलाइन का कामकाजी समय क्या है? हमें पता करना है कि कब कॉल कर सकेंगे।,hi,others
"कानूनी सहायता के लिये कौन-कौन से दस्तावेज़ चाहिए, कृपया बताइए।",hi,others
"हमने दो हफ्ते पहले अपना डॉकेट नंबर 14566/2023/078 दर्ज कराया था, अब उसकी स्थिति क्या है, कृपया जानकारी दें।",hi,others
"हमारा पोए राहत फंड अभी तक नहीं आया, महीने भर रोज़ी-रोटी के लिए इंतजार कर रहे हैं, इस देरी से बहुत निराश हैं।",hi,"sadness,anger,hopelessness,help_seeking"
"छात्रवृत्ति की रकम अभी तक नहीं पहुंची, पढ़ाई के लिये पैसे नहीं, अब डर लग रहा है कि पढ़ाई बीच में ही रुक जाएगी।",hi,"sadness,panic,hopelessness,help_seeking"
"हमारे टोले की मुख्य सड़क में गड्ढा है, बारिश में पानी भर जाता है, लोग फिसलते‑फिसलते गिरते हैं, कृपया जल्दी से मरम्मत करवाएँ।",hi,"sadness,anger,help_seeking"
"गाँव के कुएँ का हैंडपंप टूट गया है, पानी नहीं आ रहा, बच्चा‑बच्ची को पानी नहीं मिल रहा, अब बहुत घबराहट है।",hi,"panic,fear,help_seeking"
"जब हमने दबंगों के खिलाफ शिकायत की तो अब गाँव में हमें बेइज्जत कहा जा रहा है, सामाजिक बहिष्कार का सामना कर रहे हैं, कोई मदद नहीं कर रहा।",hi,"intimidation,sadness,hopelessness,help_seeking"
"हमारे टोले में दारू पीकर गाली‑गलौज करने वाले दाकुओं ने रात को धमकी दी है, अगर पुलिस नहीं आई तो तुरंत खतरा बन जाएगा।",hi,"immediate_danger,fear,panic,help_seeking"
"बाबू जी, हमारे बस्ती के चारों ओर दबंग लोग पत्थर फेंक रहे हैं, बंदूक‑बंदूक लेकर घेर लिये हैं, दरवाज़ा अंदर से बंद कर दिया, तुरंत मदद चाहिए!",hi,"immediate_danger,fear,panic,help_seeking"
"हम गरीब लोगन के घर में तोड़‑फोड़ हो रही है, थानेदार नहीं आया, लोग दारू पीकर गाली‑गलौज कर रहे हैं, कृपा करके जल्दी भेजिए!",hi,"immediate_danger,intimidation,fear,help_seeking"
"बाबू जी, हमारे पिता की मौत का केस में झूठी क्रॉस‑FIR दायर कर दी गई, वकील नहीं मिला, पोर्टल पर मुआवजा अभी तक नहीं मिला, हम बहुत गुस्सा हैं!",hi,"anger,hopelessness,sadness"
"हमारे गाँव में चोट लगने के बाद मेडिकल रिपोर्ट नहीं मिली, पुलिस ने नहीं भेजा, अब इलाज नहीं हो रहा, बहुत दुख हो रहा है।",hi,"sadness,hopelessness,anger"
"बाबू जी, कानूनी सहायता के लिये आवेदन किया पर कोई जवाब नहीं आया, कृपया बताइए क्या करना है?",hi,"others,sadness"
"हमारे दादा जी का पुराना पट्टा जमीन अब दबंग लोग अपने खेत में ले रहे हैं, हमसे धक्का‑मार कर निकाल रहे हैं, डर लग रहा है।",hi,"intimidation,anger,fear"
"पिछले रात हमारे खेत में अनजान लोग आकर फसल जला दिए, पुलिस ने कोई कार्रवाई नहीं की, अब हम भूखे हैं, बहुत गुस्सा और निराशा है।",hi,"sadness,anger,hopelessness"
"हमारा ट्रैक्टर रास्ते में दबंगों ने रोक कर फिरौती माँगी, हम नहीं दे सकते, अब काम नहीं हो रहा, डर और घबराहट है।",hi,"intimidation,panic,fear"
"हमारी बेटी ने गांव के मुखिया को रिपोर्ट किया तो अब पूरे टोले में सामाजिक बहिष्कार हो गया, लोग धमकी दे रहे हैं, बहुत उदास और निराश हैं।",hi,"sadness,intimidation,hopelessness"
"गांव का कुआँ टूट गया, अधिकारी नहीं आते, पानी नहीं मिल रहा, रोज़ी‑रोटी मुश्किल से चल रही है, मदद चाहिए।",hi,"sadness,hopelessness,others"
"थाने में FIR दर्ज कराने के लिये दारू पीते थानेदार ने रिश्वत माँगी, हम गरीब लोगन को डर लग रहा है, बहुत गुस्सा है।",hi,"anger,intimidation,hopelessness"
"बाबू जी, गाँव में एक महिला को पति ने मारना शुरू कर दिया, हम सब डर के मारे इधर‑उधर भाग रहे हैं, तुरंत पुलिस भेजिए!",hi,"help_seeking,immediate_danger,fear"
"बाबूजी, हमारे टोले में दबंगों ने हमारे पिता के खिलाफ झूठा FIR लगवा दिया, अब वो हमारे घर पर धमकी दे रहे हैं कि FIR वापस ले लो नहीं तो सबको मार डालेंगे।",hinglish,"fear,intimidation,help_seeking"
"डॉक्टर ने कहा था कि मेडिकल रिपोर्ट बन जाएगी, पर अब तक कोई रिपोर्ट नहीं मिली, केस में आगे बढ़ नहीं पा रहे, बहुत निराश हूँ।",hinglish,"hopelessness,anger,help_seeking"
"वकील नहीं मिला, कानूनी मदद का वादा किया था पर अब तक कोई वकील नहीं आया, मैं बहुत दुखी और घबराया हुआ हूँ।",hinglish,"sadness,panic,help_seeking"
"ऑनलाइन पोर्टल पर कम्पेन्सेशन का 2 लाख रुपये अभी तक नहीं आया, बार-बार पूछते हैं तो कहते हैं ‘डेटा में गड़बड़ी’, मैं बहुत गुस्से में हूँ।",hinglish,"anger,hopelessness,help_seeking"
"14566 का ऑफिस कब खुलता है, कृपया टाइमिंग बताइए।",hinglish,others
"लीगल एड के लिए कौन-कौन से दस्तावेज चाहिए, कृपया जानकारी दें।",hinglish,others
"मेरे केस का डॉकेट नंबर 2023/145/09 का स्टेटस क्या है, अभी तक अपडेट नहीं दिख रहा।",hinglish,others
"बिल्डिंग के बाहर दबंग बैंड वाले बैंडिट बायले पर बाहर घूम रहे हैं, हथियार लेकर हमारे घर के सामने खड़े हैं, बच्चों को देख रहे हैं, हमें तुरंत मदद चाहिए।",hinglish,"fear,intimidation,immediate_danger,help_seeking"
"हमारी बेटी को स्कूल से निकाल दिया, अब पड़ोसी कह रहे हैं कि अगर हम FIR वापस नहीं ले तो हमारे घर में आग लगा देंगे, मैं बहुत पैनिक में हूँ।",hinglish,"panic,intimidation,fear,help_seeking"
"वो लोग रोज़ हमारे बच्चों को पीछे से फॉलो कर रहे हैं, कभी‑कभी गाली‑गलौज भी कर रहे हैं, हमें डर लग रहा है कि कुछ हो जाये।",hinglish,"fear,intimidation,immediate_danger,help_seeking"
"हमारे टोले में सामाजिक बहिष्कार हो रहा है, लोग हमें खेत में काम नहीं करने दे रहे, हम बेइज्जत महसूस कर रहे हैं, बहुत डर और दुख है।",hinglish,"sadness,fear,intimidation,help_seeking"
"थानेदार ने हमारी शिकायत नहीं ली, कहा ‘इसे तो झेल लो’, अब हम बहुत गुस्से में और निराश हैं।",hinglish,"anger,hopelessness,help_seeking"
"बाबूजी, मेरे भाई को जेल से रिहा कर दिया गया है, अब वह बंदूक लेकर हमारे घर के बाहर खड़ा है और कह रहा है कि FIR वापस ले लो नहीं तो मेरे परिवार को मार डालेगा।",hi,"fear,intimidation,help_seeking"
"पंचायत में जब मैं अपनी बात रख रहा था तो दबंगों ने जातिसूचक गालियाँ दीं और मंदिर के द्वार से मुझे बाहर निकाल दिया, अब मैं बेइज्जत महसूस कर रहा हूँ।",hi,"anger,sadness,hopelessness,help_seeking"
"रात को मेरे घर के सामने लाठी से मारते हुए दो लोग आए, उन्होंने कहा कि अगर मैं एफआईआर दर्ज नहीं करूँगा तो आग लगा देंगे, मैं बहुत डरा हुआ हूँ।",hi,"fear,immediate_danger,panic,help_seeking"
"हमारे टोले को सामाजिक बहिष्कार का सामना करना पड़ रहा है, कुआँ तक पहुँचने से भी रोका जा रहा है और दारू पीकर गाली-गलौज कर रहे लोग हमें धमकी दे रहे हैं।",hi,"sadness,hopelessness,intimidation,help_seeking"
"हमारी पट्टे की जमीन पर दबंगों ने अवैध कब्जा कर लिया है, उन्होंने मेरे पिता को गोली मारने की धमकी दी और कहा कि अब हम कोई भी FIR नहीं दर्ज करा पाएँगे।",hi,"fear,anger,intimidation,help_seeking"
"मेरे बेटे को मारने की धमकी दे रहे हैं, मैं अभी भी डर के मारे कांप रहा हूँ।",hi,"panic,fear,immediate_danger,help_seeking"
"दुकान में जब मैं सब्जी खरीदने गया तो दुकानदार ने मुझे जातिसूचक शब्दों में बुलाया और कहा कि तुम लोग तो निचले जाति के हो, मैं बहुत दुखी हूँ।",hi,"anger,sadness,hopelessness,help_seeking"
"गाँव के शराबी लोग दारू पीकर गाली-गलौज कर रहे हैं, उन्होंने कहा कि अगर मैं शिकायत नहीं करूँगा तो मेरे घर को जला देंगे।",hi,"fear,intimidation,immediate_danger,help_seeking"
"हमारे टोले को सामाजिक बहिष्कार का सामना करना पड़ रहा है, सामुदायिक हॉल में प्रवेश से भी रोका जा रहा है और लोग हमें 'दबंग' कह कर तिरस्कार कर रहे हैं।",hi,"sadness,hopelessness,intimidation,help_seeking"
"थानेदार ने हमारी शिकायत को नजरअंदाज कर दिया, अब हमें नहीं पता कि कब तक हम इस अत्याचार को सहेंगे, कृपया मदद करें।",hi,"hopelessness,anger,help_seeking"
"मेरी पत्नी को लाठी से मारते हुए दो लोग आए, उन्होंने कहा कि अगर हम जमीन के लिए लड़ेंगे तो हम सबको मार डालेंगे, मैं बहुत डरा हुआ हूँ।",hi,"sadness,anger,immediate_danger,help_seeking"
कृपया बताइए मेरा दर्ज किया गया FIR कब तक प्रक्रिया में आएगा?,hi,others
"हमारे परिवार के ऊपर झूठी क्रॉस‑FIR दायर कर दी गई है, डॉक्टर ने जो मेडिकल रिपोर्ट देनी थी वो अभी तक नहीं मिली, और कोई वकील भी नहीं मिला, पोर्टल पर देय मुआवजा अभी तक नहीं आया, थानेदार सुनता ही ना।",hi,"fear,anger,hopelessness,help_seeking"
"अब हमारे बस्ती के बाहर ढेर सारा भीड़ जमा हो गई है, पत्थर फेंक रहे हैं, बंदूक‑बंदूक लेकर धक्का दे रहे हैं, दरवाज़े अंदर से बंद कर रखे हैं, तुरंत पुलिस बचाव करो!",hi,"immediate_danger,panic,fear,help_seeking"
"गांव के मंदिर में जब हम प्रवेश करने की कोशिश की तो ऊँचे लोग जातिसूचक गालियाँ देके सरेआम बेइज्जत कर रहे, हमें बाहर निकाल दिया गया, अब हम क्या करें?",hi,"sadness,anger,intimidation"
"हमारी पीड़िता के लिये दिये गये मुआवजे का पैसा पोर्टल पर दिख रहा है पर अभी तक ट्रांसफर नहीं हुआ, खेत का रास्ता रोक दियो, कई बार कॉल किया पर कोई जवाब नहीं, बहुत निराश हूँ।",hi,"hopelessness,anger,others"
"गाँव में धूम्रपान करने वाले दारू पीते हुए लोग दहाड़ते हुए कह रहे हैं ‘बेटा, थानेदार सुनता ही ना’, दहाड़ते हुए हम पर हथियार दिखा रहे हैं, अभी मदद चाहिए!",hi,"immediate_danger,panic,intimidation,help_seeking"
"हमारी बेटी को बाजार के दुकान में प्रवेश नहीं दिया गया, दुकानदार ने ‘तू तो निचले वर्ग का है’ कह कर धक्का मार दिया, पूरे टोले में सामाजिक बहिष्कार की धमकी दे रहे हैं।",hi,"sadness,anger,intimidation"
"पीड़िता की मेडिकल जांच का रिपोर्ट अभी तक नहीं आया, डॉक्टर को बुलाने के लिए कोई वकील नहीं मिला, थाने में भी कोई मदद नहीं मिल रही, बहुत डर लग रहा है।",hi,"hopelessness,fear,others"
"आज रात हमारे घर को आग लगा दी गई, पड़ोसियों ने जलती हुई लकड़ियों से धुआँ उठाते हुए कहा ‘अब देखो, तुम क्या करोगे’, अभी तक कोई पुलिस नहीं आई, बचाओ!",hi,"immediate_danger,panic,fear,help_seeking"
"पंचायत की चौपाल में जब हमने अपनी बात रखी तो बुजुर्गों ने ‘तुम लोग निचले जाति के हो’ कह कर सारा सम्मान छीना, अब हम डर के मारे घर नहीं जा पा रहे।",hi,"sadness,anger,intimidation"
"हमारे पिता को झूठी FIR के कारण जेल भेज दिया गया, वकील नहीं मिलने से बचाव नहीं हो पा रहा, परिवार में बहुत डर और गुस्सा है, कृपया मदद करें।",hi,"fear,anger,hopelessness,help_seeking"
"बस्ती में शराबी लोग बंदूक‑बंदूक लेकर महिलाओं को धमका रहे हैं, कई बार ‘अगर आवाज़ उठाएगा तो मार देंगे’ कह रहे हैं, तुरंत पुलिस भेजो!",hi,"immediate_danger,intimidation,fear,help_seeking"
"हमारे गाँव के कुएँ तक पहुँचने से हमें रोक दिया गया, ऊँचे लोग कह रहे हैं ‘तुम लोग तो खलिहान में ही रहो’, पानी नहीं मिलने से सब लोग पीड़ित हैं।",hi,"sadness,anger,hopelessness"
"बाबू जी, कल रात घर में दबंगों ने घुसकर मेरी बेटी को मारने की धमकी दी, मैं अब नहीं चल पाऊँगा!",hi,"immediate_danger,fear,panic,help_seeking"
"थानेदार साहब ने हमारी एफआईआर का कागज फाड़ दिया, अब हम दबंगों के हाथों बेबस हैं।",hi,"anger,hopelessness,help_seeking"
"डॉ. साहब ने हमारे चोट का मेडिकल रिपोर्ट नहीं दिया, और पोर्टल पर मुआवजा अभी तक नहीं आया, हम गरीब लोगन को क्या भरोसा?",hi,"sadness,anger,hopelessness,help_seeking"
"हमारे पिता पर झूठी क्रॉस‑एफआईआर दर्ज हुई, अब गांव वाले हमें बेइज्जत कर रहे हैं, हम नहीं जानते क्या करें।",hi,"fear,hopelessness,anger,help_seeking"
"गांव के कुएँ से पानी नहीं मिल रहा, दूकान वाले भी हमें रोक रहे हैं, रोज़ी‑रोटी का क्या होगा?",hi,"sadness,hopelessness,anger,help_seeking"
"बार्बर ने कहा कि हमारे टोले के लोगन को बाल नहीं काटूँगा, हमें सामाजिक बहिष्कार का सामना करना पड़ रहा है।",hi,"sadness,anger,hopelessness"
"डीयस्पी का वादा था कि वह आएँगे, पर दो हफ्ते बीत गए, अब हम दबंगों की मार से डरते हैं।",hi,"fear,hopelessness,help_seeking"
"किसी वकील ने हमारी मदद नहीं की, कानूनी सहायता नहीं मिली, अब हम न्याय के लिए क्या कर पाएँगे?",hi,"hopelessness,anger,help_seeking"
दबंगों ने दारू पीकर गाली‑गलौज की और कहा कि अगर शिकायत नहीं हटाई तो घर जला देंगे।,hi,"intimidation,fear,immediate_danger,help_seeking"
"हमारा गांव का हैंडपंप बंद कर दिया गया, कोई भी पानी नहीं देता, बच्चा भी प्यास से मर रहा है।",hi,"panic,immediate_danger,hopelessness,help_seeking"
"डरोगा ने कहा कि हमारे केस में कोई अपराध नहीं, इसलिए एफआईआर नहीं लिखेगा, हम क्या करें?",hi,"hopelessness,anger,help_seeking"
"पोर्टल पर मुआवजा 6 महीने से लटक रहा है, अभी तक नहीं मिला, हम गरीबी में और खिंच रहे हैं।",hi,"sadness,hopelessness,anger,help_seeking"
"बाबू जी, हम गरीब लोगन के पास अब तक पोए राहत फंड नहीं आया, दो महीने से इंतजार कर रहे हैं, कृपया जल्दी जांच करिए।",hi,"hopelessness,help_seeking"
"बाबूजी, मेरे बेटे की स्कॉलरशिप का पैसा अभी तक नहीं मिला, पढ़ाई में बाधा आ रही है, कृपया इस पर कार्रवाई करें।",hi,"sadness,hopelessness,help_seeking"
"हमरे टोले के सामने की गली में नाली टूट गई है, बारिश में जल भर जाता है, थाना‑कचहरी से मदद चाहिए, कब ठीक होगी?",hi,"help_seeking,others"
"बाबू जी, खलिहान के पास की नहर बंद है, खेत में पानी नहीं जा रहा, रोजी‑रोटी के लिए बहुत मुश्किल हो गई है।",hi,"sadness,help_seeking"
"हमरे बाप के पास जो पट्टा था, दबंग लोगन ने बिना कागज के खेत में घुस कर फसल तोड़ ली, अब हम बेइज्जत महसूस कर रहे हैं।",hi,"anger,fear,intimidation"
"कल रात हमारे खेत में दहाड़े हुए लोगन ने धुएँ से फसल जला दी, अब रोजी‑रोटी नहीं बची, पुलिस ने कोई एफआईआर नहीं लिखा।",hi,"panic,hopelessness,anger,help_seeking"
"हमारा टोला का रास्ता दबंगों ने ट्रैक्टर खड़ा कर दिया है, गाड़ी नहीं चलती, हमें स्कूल भेजना मुश्किल हो गया।",hi,"intimidation,fear,anger,help_seeking"
"मेरे भाई को जेल से रिहा कर दिया गया, अब वही दबंग हमारे घर के बाहर खड़े होकर गाली‑गलौज कर रहे हैं, बच्चा रोता रहता है।",hi,"fear,intimidation,panic"
"हमने जो भी अपराधी के खिलाफ एफआईआर लिखा था, अब वही लोग हमारे घर में आकर धमकी दे रहे हैं कि अगर FIR वापस नहीं ली तो हाथापाई करेंगे।",hi,"intimidation,fear,help_seeking"
"हमारे छोटे बच्चे रोज़ स्कूल से लौटते समय दबंगों के समूह द्वारा पीछा किया जाता है, माँ को बहुत डर लग रहा है।",hi,"fear,intimidation,panic"
"बाबू जी, पिछले महीने हमने थाना में शिकायत दर्ज करवाई थी, अब तक कोई जवाब नहीं मिला, कृपया स्थिति बताइए।",hi,others
"हमारे गांव के कुआँ/हैंडपंप में पाई नहीं आ रही, रोज़ पानी के लिए दूर चलना पड़ता है, थाना से मदद चाहिए।",hi,"help_seeking,sadness"
"बाबू जी, रात के अंधियारे में दबंगों ने हमारे घर के बाहर लाठी से मारपीट की, अब हम डर के मारे नींद नहीं ले पाते।",hi,"fear,intimidation,immediate_danger,help_seeking"
"हम गरीब लोगन की बेटी को दफन के पास दारू पीकर गाली-गलौज कर रहे दबंगों ने मारने की धमकी दी, अब वह रोज़ रोती है।",hi,"fear,panic,sadness,help_seeking"
"हमारे पूर्वजों का पट्टा वाला खेत अब गाँव के बड़े जमींदार ने अपने ट्रैक्टर से धँसाकर हमारी फसल जलाने की कोशिश की, अब हम रोज़ी-रोटी की चिंता में हैं।",hi,"anger,hopelessness,immediate_danger,help_seeking"
"टोला के रास्ते में दबंगों ने कंकड़ रख कर हमारे खेत तक पहुँचने का रास्ता बंद कर दिया, किसान भाई अब ट्रैक्टर नहीं चला पाते।",hi,"intimidation,anger,hopelessness,help_seeking"
"हमारी चाचानी के हाथापाई से गांव के सार्वजनिक कुआँ से पानी लेने पर दूकानदार ने हमें रोक दिया, अब बच्चों को प्यास लगी है।",hi,"sadness,hopelessness,anger,help_seeking"
